Any,Indicador,Nom_Equipament,Valor,Notes_Dades,Notes_Equipament,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Titularitat,Tipus_Us,Tipus_Equipament,Ambit,Latitud,Longitud
2024,Visites_Exposicions_Temporals,Castell de Montjuïc,338402,,,03,Sants-Montjuïc,11,el Poble Sec,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.3675648,2.1685315
2024,Num_Exposicions_Temporals,Castell de Montjuïc,5,,,03,Sants-Montjuïc,11,el Poble Sec,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.3675648,2.1685315
2024,Visitants,Castell de Montjuïc,714981,,,03,Sants-Montjuïc,11,el Poble Sec,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.3675648,2.1685315
2024,Num_Exposicions_Temporals,Centre de Cultura Contemporània de Barcelona. CCCB,5,,,01,Ciutat Vella,01,el Raval,Consorci o fundació amb presència administracions públiques,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.383883057,2.166795152
2024,Visitants,Centre de Cultura Contemporània de Barcelona. CCCB,484651,,,01,Ciutat Vella,01,el Raval,Consorci o fundació amb presència administracions públiques,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.383883057,2.166795152
2024,Visites_Exposicions_Temporals,Centre de Cultura Contemporània de Barcelona. CCCB,227718,,,01,Ciutat Vella,01,el Raval,Consorci o fundació amb presència administracions públiques,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.383883057,2.166795152
2024,Visitants,CosmoCaixa,1181600,,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Titularitat privada,Centres patrimonials,Museus i col·leccions,Ciència,41.413267367,2.130658424
2024,Visites_Exposicions_Temporals,CosmoCaixa,94199,,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Titularitat privada,Centres patrimonials,Museus i col·leccions,Ciència,41.413267367,2.130658424
2024,Fons_Colleccio,CosmoCaixa,8234,,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Titularitat privada,Centres patrimonials,Museus i col·leccions,Ciència,41.413267367,2.130658424
2024,Num_Exposicions_Temporals,CosmoCaixa,2,,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Titularitat privada,Centres patrimonials,Museus i col·leccions,Ciència,41.413267367,2.130658424
2024,Visites_Exposicions_Temporals,DHub / Museu del Disseny,177298,,"2/12/2008: el Museu de les Arts Decoratives, el Museu Tèxtil i el Museu de Ceràmica es van constituir com el nou Disseny Hub Barcelona; 2009-2012: el Disseny Hub Barcelona va desenvolupar la seva activitat a les seus del carrer Montcada i del Palau de Pedralbes; 2012: les seus de Montcada i Pedralbes van tancar per preparar trasllat a un nou edifici a la plaça de les Glòries; 13/12/2014: s'inaugura el Disseny Hub Barcelona - Museu del Disseny al nou edifici de la plaça de les Glòries; 2024: el DHub es posiciona com el centre neuràlgic del disseny, larquitectura, laudiovisual, la tecnologia, el videojoc i la innovació i és la seu del Museu del Disseny de Barcelona.",10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Arts visuals,41.4025295461622,2.1880652060461467
2024,Fons_Colleccio,DHub / Museu del Disseny,82397,,"2/12/2008: el Museu de les Arts Decoratives, el Museu Tèxtil i el Museu de Ceràmica es van constituir com el nou Disseny Hub Barcelona; 2009-2012: el Disseny Hub Barcelona va desenvolupar la seva activitat a les seus del carrer Montcada i del Palau de Pedralbes; 2012: les seus de Montcada i Pedralbes van tancar per preparar trasllat a un nou edifici a la plaça de les Glòries; 13/12/2014: s'inaugura el Disseny Hub Barcelona - Museu del Disseny al nou edifici de la plaça de les Glòries; 2024: el DHub es posiciona com el centre neuràlgic del disseny, larquitectura, laudiovisual, la tecnologia, el videojoc i la innovació i és la seu del Museu del Disseny de Barcelona.",10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Arts visuals,41.4025295461622,2.1880652060461467
2024,Num_Exposicions_Temporals,DHub / Museu del Disseny,9,,"2/12/2008: el Museu de les Arts Decoratives, el Museu Tèxtil i el Museu de Ceràmica es van constituir com el nou Disseny Hub Barcelona; 2009-2012: el Disseny Hub Barcelona va desenvolupar la seva activitat a les seus del carrer Montcada i del Palau de Pedralbes; 2012: les seus de Montcada i Pedralbes van tancar per preparar trasllat a un nou edifici a la plaça de les Glòries; 13/12/2014: s'inaugura el Disseny Hub Barcelona - Museu del Disseny al nou edifici de la plaça de les Glòries; 2024: el DHub es posiciona com el centre neuràlgic del disseny, larquitectura, laudiovisual, la tecnologia, el videojoc i la innovació i és la seu del Museu del Disseny de Barcelona.",10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Arts visuals,41.4025295461622,2.1880652060461467
2024,Visitants,DHub / Museu del Disseny,176482,,"2/12/2008: el Museu de les Arts Decoratives, el Museu Tèxtil i el Museu de Ceràmica es van constituir com el nou Disseny Hub Barcelona; 2009-2012: el Disseny Hub Barcelona va desenvolupar la seva activitat a les seus del carrer Montcada i del Palau de Pedralbes; 2012: les seus de Montcada i Pedralbes van tancar per preparar trasllat a un nou edifici a la plaça de les Glòries; 13/12/2014: s'inaugura el Disseny Hub Barcelona - Museu del Disseny al nou edifici de la plaça de les Glòries; 2024: el DHub es posiciona com el centre neuràlgic del disseny, larquitectura, laudiovisual, la tecnologia, el videojoc i la innovació i és la seu del Museu del Disseny de Barcelona.",10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Arts visuals,41.4025295461622,2.1880652060461467
2024,Num_Exposicions_Temporals,El Born Centre de Cultura i Memòria,1,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.385641483,2.183568044
2024,Visitants,El Born Centre de Cultura i Memòria,970885,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.385641483,2.183568044
2024,Visites_Exposicions_Temporals,El Born Centre de Cultura i Memòria,11279,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.385641483,2.183568044
2024,Visitants,Espai Bombers Parc de la Prevenció,7722,,,03,Sants-Montjuïc,11,el Poble Sec,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.373639,2.1543788
2024,Num_Exposicions_Temporals,Espais VolART i VolART2. Fundació Vila Casas,3,,,02,Eixample,07,la Dreta de l'Eixample,Titularitat privada,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.390963134,2.175293998
2024,Visitants,Espais VolART i VolART2. Fundació Vila Casas,9750,,,02,Eixample,07,la Dreta de l'Eixample,Titularitat privada,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.390963134,2.175293998
2024,Visites_Exposicions_Temporals,Espais VolART i VolART2. Fundació Vila Casas,9750,,,02,Eixample,07,la Dreta de l'Eixample,Titularitat privada,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.390963134,2.175293998
2024,Visitants,Espais patrimonials del MHB,470532,,,01,Ciutat Vella,02,el Barri Gòtic,Ajuntament de Barcelona,Centres patrimonials,Espais d'interès patrimonial,Història i memòria,,
2024,Fons_Colleccio,Fundació Foto Colectania,11315,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Titularitat privada,Centres patrimonials,Museus i col·leccions,Arts visuals,41.3876349,2.1827391
2024,Num_Exposicions_Temporals,Fundació Foto Colectania,2,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Titularitat privada,Centres patrimonials,Museus i col·leccions,Arts visuals,41.3876349,2.1827391
2024,Visitants,Fundació Foto Colectania,24238,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Titularitat privada,Centres patrimonials,Museus i col·leccions,Arts visuals,41.3876349,2.1827391
2024,Visitants,Fundació Fran Daurel,134097,,,03,Sants-Montjuïc,11,el Poble Sec,Titularitat privada,Centres patrimonials,Museus i col·leccions,Arts visuals,41.36898602421388,2.147697935147927
2024,Fons_Colleccio,Fundació Joan Miró,22819,,,03,Sants-Montjuïc,11,el Poble Sec,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.36863,2.159851
2024,Num_Exposicions_Temporals,Fundació Joan Miró,8,,,03,Sants-Montjuïc,11,el Poble Sec,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.36863,2.159851
2024,Visitants,Fundació Joan Miró,361282,,,03,Sants-Montjuïc,11,el Poble Sec,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.36863,2.159851
2024,Visites_Exposicions_Temporals,Fundació Joan Miró,248927,,,03,Sants-Montjuïc,11,el Poble Sec,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.36863,2.159851
2024,Visitants,Fundació Julio Muñoz Ramonet,36136,,,05,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Ajuntament de Barcelona,Centres patrimonials,Espais d'interès patrimonial,Història i memòria,41.39656898913028,2.147035912539778
2024,Visites_Exposicions_Temporals,Fundació Suñol,3385,,,04,Les Corts,20,la Maternitat i Sant Ramon,Titularitat privada,Centres patrimonials,Museus i col·leccions,Arts visuals,41.3826167,2.1262746
2024,Fons_Colleccio,Fundació Suñol,1354,,,04,Les Corts,20,la Maternitat i Sant Ramon,Titularitat privada,Centres patrimonials,Museus i col·leccions,Arts visuals,41.3826167,2.1262746
2024,Num_Exposicions_Temporals,Fundació Suñol,4,,,04,Les Corts,20,la Maternitat i Sant Ramon,Titularitat privada,Centres patrimonials,Museus i col·leccions,Arts visuals,41.3826167,2.1262746
2024,Visitants,Fundació Suñol,3491,,,04,Les Corts,20,la Maternitat i Sant Ramon,Titularitat privada,Centres patrimonials,Museus i col·leccions,Arts visuals,41.3826167,2.1262746
2024,Num_Exposicions_Temporals,Hash Marihuana Cáñamo & Hemp Museum,1,,,01,Ciutat Vella,02,el Barri Gòtic,Titularitat privada,Centres patrimonials,Museus i col·leccions,Història i memòria,41.380783393,2.180139311
2024,Num_Exposicions_Temporals,KBr Fundación MAPFRE,8,,,10,Sant Martí,67,la Vila Olímpica del Poblenou,Titularitat privada,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.388415,2.1960494
2024,Visitants,KBr Fundación MAPFRE,88024,,,10,Sant Martí,67,la Vila Olímpica del Poblenou,Titularitat privada,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.388415,2.1960494
2024,Visites_Exposicions_Temporals,KBr Fundación MAPFRE,88024,,,10,Sant Martí,67,la Vila Olímpica del Poblenou,Titularitat privada,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.388415,2.1960494
2024,Visitants,L'Aquàrium,1552742,,,01,Ciutat Vella,02,el Barri Gòtic,Titularitat privada,Centres patrimonials,Museus i col·leccions,Ciència,41.376477557,2.184560919
2024,Visitants,La Capella,49559,,,01,Ciutat Vella,01,el Raval,Ajuntament de Barcelona,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.381057326,2.169793857
2024,Visites_Exposicions_Temporals,La Capella,105109,,,01,Ciutat Vella,01,el Raval,Ajuntament de Barcelona,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.381057326,2.169793857
2024,Num_Exposicions_Temporals,La Capella,15,,,01,Ciutat Vella,01,el Raval,Ajuntament de Barcelona,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.381057326,2.169793857
2024,Num_Exposicions_Temporals,La Fabra Centre d'Art Contemporani,5,,,09,Sant Andreu,60,Sant Andreu,Ajuntament de Barcelona,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.433762956,2.190815632
2024,Visitants,La Fabra Centre d'Art Contemporani,6993,,,09,Sant Andreu,60,Sant Andreu,Ajuntament de Barcelona,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.433762956,2.190815632
2024,Visites_Exposicions_Temporals,La Fabra Centre d'Art Contemporani,5920,,,09,Sant Andreu,60,Sant Andreu,Ajuntament de Barcelona,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.433762956,2.190815632
2024,Visitants,La Model,86517,,,02,Eixample,09,la Nova Esquerra de l'Eixample,Ajuntament de Barcelona,Centres patrimonials,Espais d'interès patrimonial,Història i memòria,41.38313067790676,2.144726595959312
2024,Num_Exposicions_Temporals,La Pedrera,3,,,02,Eixample,07,la Dreta de l'Eixample,Titularitat privada,Centres patrimonials,Espais d'interès patrimonial,Arts visuals,41.395316302,2.162043384
2024,Visitants,La Pedrera,1126112,,,02,Eixample,07,la Dreta de l'Eixample,Titularitat privada,Centres patrimonials,Espais d'interès patrimonial,Arts visuals,41.395316302,2.162043384
2024,Visites_Exposicions_Temporals,La Pedrera,64062,,,02,Eixample,07,la Dreta de l'Eixample,Titularitat privada,Centres patrimonials,Espais d'interès patrimonial,Arts visuals,41.395316302,2.162043384
2024,Num_Exposicions_Temporals,La Virreina Centre de la Imatge,10,,,01,Ciutat Vella,01,el Raval,Ajuntament de Barcelona,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.382498322,2.17170863
2024,Visitants,La Virreina Centre de la Imatge,129145,,,01,Ciutat Vella,01,el Raval,Ajuntament de Barcelona,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.382498322,2.17170863
2024,Visites_Exposicions_Temporals,La Virreina Centre de la Imatge,173862,,,01,Ciutat Vella,01,el Raval,Ajuntament de Barcelona,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.382498322,2.17170863
2024,Num_Exposicions_Temporals,MCNB Hivernacle,1,,El gener de 2025 l'Hivernacle del Parc de la Ciutadella passa a ser una nova seu del Museu de Ciències Naturals de Barcelona.,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Consorci o fundació amb presència administracions públiques,Centres patrimonials,Espais d'interès patrimonial,Ciència,41.38773393328249,2.1838981259092702
2024,Fons_Colleccio,Museu Etnològic i de Cultures del Món. MUEC,73859,,,03,Sants-Montjuïc,11,el Poble Sec,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.36906211,2.155983304
2024,Num_Exposicions_Temporals,Museu Etnològic i de Cultures del Món. MUEC,3,,,03,Sants-Montjuïc,11,el Poble Sec,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.36906211,2.155983304
2024,Visitants,Museu Etnològic i de Cultures del Món. MUEC,67117,,,03,Sants-Montjuïc,11,el Poble Sec,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.36906211,2.155983304
2024,Visites_Exposicions_Temporals,Museu Etnològic i de Cultures del Món. MUEC,38623,,,03,Sants-Montjuïc,11,el Poble Sec,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.36906211,2.155983304
2024,Num_Exposicions_Temporals,Museu Europeu d'Art Modern. MEAM,6,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Titularitat privada,Centres patrimonials,Museus i col·leccions,Arts visuals,41.384912046,2.180305787
2024,Visitants,Museu Europeu d'Art Modern. MEAM,28258,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Titularitat privada,Centres patrimonials,Museus i col·leccions,Arts visuals,41.384912046,2.180305787
2024,Visites_Exposicions_Temporals,Museu Europeu d'Art Modern. MEAM,26936,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Titularitat privada,Centres patrimonials,Museus i col·leccions,Arts visuals,41.384912046,2.180305787
2024,Fons_Colleccio,Museu Europeu d'Art Modern. MEAM,1573,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Titularitat privada,Centres patrimonials,Museus i col·leccions,Arts visuals,41.384912046,2.180305787
2024,Fons_Colleccio,Museu Frederic Marès,60000,,"El Museu Frederic Marès va estar tancat per reformes d'octubre de 2009 a maig de 2011, i durant alguns mesos de 2020.",01,Ciutat Vella,02,el Barri Gòtic,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Arts visuals,41.384173998,2.176939205
2024,Num_Exposicions_Temporals,Museu Frederic Marès,2,,"El Museu Frederic Marès va estar tancat per reformes d'octubre de 2009 a maig de 2011, i durant alguns mesos de 2020.",01,Ciutat Vella,02,el Barri Gòtic,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Arts visuals,41.384173998,2.176939205
2024,Visitants,Museu Frederic Marès,50160,,"El Museu Frederic Marès va estar tancat per reformes d'octubre de 2009 a maig de 2011, i durant alguns mesos de 2020.",01,Ciutat Vella,02,el Barri Gòtic,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Arts visuals,41.384173998,2.176939205
2024,Visites_Exposicions_Temporals,Museu Frederic Marès,26332,,"El Museu Frederic Marès va estar tancat per reformes d'octubre de 2009 a maig de 2011, i durant alguns mesos de 2020.",01,Ciutat Vella,02,el Barri Gòtic,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Arts visuals,41.384173998,2.176939205
2024,Fons_Colleccio,Museu Marítim de Barcelona. MMB,398757,,,01,Ciutat Vella,01,el Raval,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.375949813,2.176041471
2024,Num_Exposicions_Temporals,Museu Marítim de Barcelona. MMB,10,,,01,Ciutat Vella,01,el Raval,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.375949813,2.176041471
2024,Visitants,Museu Marítim de Barcelona. MMB,359268,,,01,Ciutat Vella,01,el Raval,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.375949813,2.176041471
2024,Visites_Exposicions_Temporals,Museu Marítim de Barcelona. MMB,129216,,,01,Ciutat Vella,01,el Raval,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.375949813,2.176041471
2024,Num_Exposicions_Temporals,Museu Nacional d'Art de Catalunya. MNAC,5,,,03,Sants-Montjuïc,11,el Poble Sec,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.368853566,2.153363173
2024,Visitants,Museu Nacional d'Art de Catalunya. MNAC,826199,,,03,Sants-Montjuïc,11,el Poble Sec,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.368853566,2.153363173
2024,Visites_Exposicions_Temporals,Museu Nacional d'Art de Catalunya. MNAC,329448,,,03,Sants-Montjuïc,11,el Poble Sec,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.368853566,2.153363173
2024,Fons_Colleccio,Museu Nacional d'Art de Catalunya. MNAC,353238,,,03,Sants-Montjuïc,11,el Poble Sec,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.368853566,2.153363173
2024,Num_Exposicions_Temporals,Museu Olímpic i de l'Esport Joan Antoni Samaranch,2,,,03,Sants-Montjuïc,11,el Poble Sec,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.366249336,2.157076095
2024,Visitants,Museu Olímpic i de l'Esport Joan Antoni Samaranch,60068,,,03,Sants-Montjuïc,11,el Poble Sec,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.366249336,2.157076095
2024,Visites_Exposicions_Temporals,Museu Olímpic i de l'Esport Joan Antoni Samaranch,45078,,,03,Sants-Montjuïc,11,el Poble Sec,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.366249336,2.157076095
2024,Fons_Colleccio,Museu Picasso,5415,,"El gener de 2014 el Museu Picasso va canviar d'entitat de gestió, de l'Institut de Cultura de Barcelona va passar a la Fundació Museu Picasso.",01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.385152312,2.180834795
2024,Num_Exposicions_Temporals,Museu Picasso,3,,"El gener de 2014 el Museu Picasso va canviar d'entitat de gestió, de l'Institut de Cultura de Barcelona va passar a la Fundació Museu Picasso.",01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.385152312,2.180834795
2024,Visitants,Museu Picasso,1128140,,"El gener de 2014 el Museu Picasso va canviar d'entitat de gestió, de l'Institut de Cultura de Barcelona va passar a la Fundació Museu Picasso.",01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.385152312,2.180834795
2024,Visites_Exposicions_Temporals,Museu Picasso,618472,,"El gener de 2014 el Museu Picasso va canviar d'entitat de gestió, de l'Institut de Cultura de Barcelona va passar a la Fundació Museu Picasso.",01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.385152312,2.180834795
2024,Fons_Colleccio,Museu Tàpies,2161,,"Tancat per reformes de gener de 2008 a febrer de 2010. El 2024 canvia de nom, de Fundació Antoni Tàpies a Museu Tàpies.",02,Eixample,07,la Dreta de l'Eixample,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.391522171,2.163757744
2024,Num_Exposicions_Temporals,Museu Tàpies,4,,"Tancat per reformes de gener de 2008 a febrer de 2010. El 2024 canvia de nom, de Fundació Antoni Tàpies a Museu Tàpies.",02,Eixample,07,la Dreta de l'Eixample,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.391522171,2.163757744
2024,Visitants,Museu Tàpies,64554,,"Tancat per reformes de gener de 2008 a febrer de 2010. El 2024 canvia de nom, de Fundació Antoni Tàpies a Museu Tàpies.",02,Eixample,07,la Dreta de l'Eixample,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.391522171,2.163757744
2024,Visites_Exposicions_Temporals,Museu Tàpies,98022,,"Tancat per reformes de gener de 2008 a febrer de 2010. El 2024 canvia de nom, de Fundació Antoni Tàpies a Museu Tàpies.",02,Eixample,07,la Dreta de l'Eixample,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.391522171,2.163757744
2024,Fons_Colleccio,Museu d'Arqueologia de Catalunya,51565,,,03,Sants-Montjuïc,11,el Poble Sec,Altres administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.370153865,2.157646024
2024,Num_Exposicions_Temporals,Museu d'Arqueologia de Catalunya,1,,,03,Sants-Montjuïc,11,el Poble Sec,Altres administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.370153865,2.157646024
2024,Visitants,Museu d'Arqueologia de Catalunya,42064,,,03,Sants-Montjuïc,11,el Poble Sec,Altres administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.370153865,2.157646024
2024,Visites_Exposicions_Temporals,Museu d'Arqueologia de Catalunya,42064,,,03,Sants-Montjuïc,11,el Poble Sec,Altres administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.370153865,2.157646024
2024,Num_Exposicions_Temporals,Museu d'Art Contemporani de Barcelona. MACBA,14,,,01,Ciutat Vella,01,el Raval,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.383145956,2.167830774
2024,Visitants,Museu d'Art Contemporani de Barcelona. MACBA,262782,,,01,Ciutat Vella,01,el Raval,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.383145956,2.167830774
2024,Visites_Exposicions_Temporals,Museu d'Art Contemporani de Barcelona. MACBA,569888,,,01,Ciutat Vella,01,el Raval,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.383145956,2.167830774
2024,Fons_Colleccio,Museu d'Art Contemporani de Barcelona. MACBA,6900,,,01,Ciutat Vella,01,el Raval,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Arts visuals,41.383145956,2.167830774
2024,Visites_Exposicions_Temporals,Museu d'Història de Barcelona. MHB,7614,,,01,Ciutat Vella,02,el Barri Gòtic,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.384316,2.177521
